num_provers,block_number,iteration,sync_time_ms,consensus_oracle_time_ms,execution_oracle_time_ms,memory_bytes,cpu_percent,network_bytes_in,network_bytes_out,timestamp
4,1100,4,53028,0,0,8973140490.620907,38.77,26159818,1744317,2025-07-25T09:10:50+02:00
5,1100,0,52904,0,0,8973780072.462769,38.72,26155842,1727022,2025-07-25T09:11:43+02:00
5,1100,1,39338,0,0,8977494903.98262,39.260000000000005,14566313,1316958,2025-07-25T09:12:23+02:00
5,1100,2,52636,0,0,8972316919.482073,38.85,26159193,1738347,2025-07-25T09:13:16+02:00
5,1100,3,39308,0,0,8967585766.131319,39.1,14538523,1297690,2025-07-25T09:13:55+02:00
5,1100,4,52095,0,0,8985572910.25928,39.0,26223543,1762907,2025-07-25T09:14:47+02:00
0,2100,0,36,0,0,8977968019.317696,41.09,1154,392,2025-07-25T09:14:48+02:00
0,2100,1,36,0,0,8976496104.941906,43.260000000000005,1154,392,2025-07-25T09:14:48+02:00
0,2100,2,36,0,0,8979133284.865196,45.81,1154,392,2025-07-25T09:14:48+02:00
0,2100,3,36,0,0,8981314872.243599,20.0,1220,458,2025-07-25T09:14:48+02:00
0,2100,4,36,0,0,8980806711.328148,20.0,1154,392,2025-07-25T09:14:48+02:00
1,2100,0,8360,0,0,8979746582.521776,39.29,1483575,437173,2025-07-25T09:14:57+02:00
1,2100,1,8243,0,0,8977486142.587526,39.86,1483643,441132,2025-07-25T09:15:05+02:00
1,2100,2,21102,0,0,8968689701.91316,40.260000000000005,13083018,872209,2025-07-25T09:15:26+02:00
1,2100,3,21430,0,0,8973455900.844292,38.71,13085989,869132,2025-07-25T09:15:48+02:00
1,2100,4,8356,0,0,8979282228.581795,39.2,1482542,437439,2025-07-25T09:15:56+02:00
2,2100,0,39805,0,0,9007931990.539139,38.8,14611425,1337231,2025-07-25T09:16:36+02:00
2,2100,1,54965,0,0,9064924865.62554,25.39,32178314,1840927,2025-07-25T09:17:31+02:00
2,2100,2,18232,0,0,9035530385.085205,26.44,2886752,865996,2025-07-25T09:17:50+02:00
2,2100,3,18307,0,0,9040428004.942745,23.32,2889306,870190,2025-07-25T09:18:08+02:00
2,2100,4,39257,0,0,9040375436.572182,23.05,14533113,1308744,2025-07-25T09:18:47+02:00
3,2100,0,40941,0,0,9041128916.550264,22.81,15963207,1743663,2025-07-25T09:19:29+02:00
3,2100,1,40451,0,0,9040007457.978235,22.51,15965648,1735573,2025-07-25T09:20:09+02:00
3,2100,2,54219,0,0,9041952487.6891,22.61,27598038,2177560,2025-07-25T09:21:03+02:00
3,2100,3,74724,0,0,9074246990.005545,22.12,39243310,2602240,2025-07-25T09:22:18+02:00
3,2100,4,75214,0,0,9046289378.260624,22.16,39244971,2596511,2025-07-25T09:23:34+02:00
4,2100,0,75037,0,0,9078732824.293667,40.27,39445111,2746639,2025-07-25T09:24:49+02:00
4,2100,1,60849,0,0,9041347951.427614,38.96,27624128,2188921,2025-07-25T09:25:50+02:00
4,2100,2,40866,0,0,9078978143.356298,40.0,15964121,1737378,2025-07-25T09:26:31+02:00
4,2100,3,54326,0,0,9071373252.414717,38.94,27605458,2177748,2025-07-25T09:27:25+02:00
4,2100,4,26704,0,0,9075114368.11985,39.48,4327366,1299976,2025-07-25T09:27:52+02:00
5,2100,0,48001,0,0,9076183258.321316,38.85,15968226,1726131,2025-07-25T09:28:40+02:00
5,2100,1,54389,0,0,9073835204.436127,39.93,27606284,2165019,2025-07-25T09:29:35+02:00
5,2100,2,60990,0,0,9073099247.248232,38.91,27623720,2165809,2025-07-25T09:30:36+02:00
5,2100,3,47868,0,0,9081019548.413198,38.489999999999995,15998798,1744310,2025-07-25T09:31:24+02:00
5,2100,4,55108,0,0,9069472029.679321,22.37,27604539,2170348,2025-07-25T09:32:19+02:00
0,3100,0,38,0,0,8811291239.049643,35.01,1153,389,2025-07-25T09:44:31+02:00
0,3100,1,42,0,0,8813245030.155602,27.09,1320,389,2025-07-25T09:44:31+02:00
0,3100,2,36,0,0,8813332644.10654,27.81,1153,389,2025-07-25T09:44:31+02:00
0,3100,3,38,0,0,8813166177.599756,28.59,1153,389,2025-07-25T09:44:31+02:00
0,3100,4,36,0,0,8818790993.250097,44.6,1153,389,2025-07-25T09:44:31+02:00
1,3100,0,22422,0,0,8703683784.505264,23.3,13094633,867567,2025-07-25T09:44:54+02:00
1,3100,1,8509,0,0,8706233350.477615,23.51,1475870,436267,2025-07-25T09:45:02+02:00
1,3100,2,7994,0,0,8646612056.863018,23.29,1456788,430946,2025-07-25T09:45:10+02:00
1,3100,3,7937,0,0,8687291214.28441,22.97,1455474,430404,2025-07-25T09:45:19+02:00
1,3100,4,8412,0,0,8684925637.609034,22.83,1477063,436159,2025-07-25T09:45:27+02:00
2,3100,0,19388,0,0,8681605068.86841,27.43,2878757,862985,2025-07-25T09:45:47+02:00
2,3100,1,54127,0,0,8697831172.58248,22.77,26189917,1743870,2025-07-25T09:46:41+02:00
2,3100,2,53808,0,0,8710710423.370644,22.29,26186103,1750926,2025-07-25T09:47:35+02:00
2,3100,3,40471,0,0,8678573626.16589,22.08,14544901,1298855,2025-07-25T09:48:15+02:00
2,3100,4,18829,0,0,8704770197.49692,23.09,2878199,863121,2025-07-25T09:48:34+02:00
3,3100,0,61530,0,0,8736591584.478289,23.09,27614342,2181052,2025-07-25T09:49:36+02:00
3,3100,1,39925,0,0,8718289030.126944,22.27,15964162,1723320,2025-07-25T09:50:16+02:00
3,3100,2,61303,0,0,8776245658.673685,38.57,27639801,2198151,2025-07-25T09:51:17+02:00
3,3100,3,47761,0,0,8792471762.387753,39.35,16005853,1739614,2025-07-25T09:52:05+02:00
3,3100,4,54279,0,0,8820184055.070042,39.66,27614105,2205636,2025-07-25T09:53:00+02:00
4,3100,0,71578,0,0,8809863131.64932,39.2,40710278,3057715,2025-07-25T09:54:11+02:00
4,3100,1,80058,0,0,8813595485.95936,39.22,40700969,3097011,2025-07-25T09:55:32+02:00
4,3100,2,58448,0,0,8814603046.39517,39.28,29088018,2647943,2025-07-25T09:56:30+02:00
4,3100,3,70494,0,0,8832266018.904652,39.79,40868279,3158681,2025-07-25T09:57:41+02:00
4,3100,4,70750,0,0,8810809362.319471,39.16,40682524,3032995,2025-07-25T09:58:52+02:00
5,3100,0,64242,0,0,8837119831.786722,39.55,40661549,3039816,2025-07-25T09:59:56+02:00
5,3100,1,66840,0,0,8846853741.736145,39.18,29055677,2599456,2025-07-25T10:01:03+02:00
5,3100,2,71991,0,0,8842735886.04197,39.36,40832343,3093526,2025-07-25T10:02:15+02:00
5,3100,3,36852,0,0,8847318095.676126,39.95,17398864,2171706,2025-07-25T10:02:52+02:00
5,3100,4,50859,0,0,8844584540.406801,39.61,29050017,2619560,2025-07-25T10:03:43+02:00
0,4100,0,36,0,0,8846012647.807121,48.46,1157,393,2025-07-25T10:03:43+02:00
0,4100,1,36,0,0,8841053698.183924,41.77,1157,393,2025-07-25T10:03:43+02:00
0,4100,2,39,0,0,8844715961.333212,20.0,1157,393,2025-07-25T10:03:44+02:00
0,4100,3,36,0,0,8844715961.333212,20.0,1157,447,2025-07-25T10:03:44+02:00
0,4100,4,37,0,0,8844715961.333212,20.0,1157,393,2025-07-25T10:03:44+02:00
1,4100,0,8205,0,0,8842595703.720467,39.91,1467947,432781,2025-07-25T10:03:52+02:00
1,4100,1,21750,0,0,8843147671.611387,39.39,13093921,860490,2025-07-25T10:04:14+02:00
1,4100,2,8588,0,0,8853573731.773235,40.43,1505949,464338,2025-07-25T10:04:23+02:00
1,4100,3,8106,0,0,8853906664.786806,41.14,1467659,431540,2025-07-25T10:04:31+02:00
1,4100,4,22140,0,0,8848299371.926653,39.27,13106242,889680,2025-07-25T10:04:53+02:00
2,4100,0,54153,0,0,8850708755.5775,39.02,26174688,1742814,2025-07-25T10:05:48+02:00
2,4100,1,33112,0,0,8862308842.681942,39.71,14523268,1343986,2025-07-25T10:06:21+02:00
2,4100,2,32741,0,0,8857157142.366676,39.6,14514685,1309832,2025-07-25T10:06:54+02:00
2,4100,3,32439,0,0,8825537267.47247,39.120000000000005,14515064,1308526,2025-07-25T10:07:26+02:00
2,4100,4,40544,0,0,8857752917.233067,39.42,14567766,1328143,2025-07-25T10:08:07+02:00
3,4100,0,41289,0,0,8982129681.98734,38.629999999999995,16203781,1810364,2025-07-25T10:08:48+02:00
3,4100,1,61594,0,0,8864297679.368277,22.23,27596965,2159171,2025-07-25T10:09:50+02:00
3,4100,2,54407,0,0,8865086204.926737,22.12,27605700,2167517,2025-07-25T10:10:45+02:00
3,4100,3,48183,0,0,8864350247.738842,22.1,15977813,1729598,2025-07-25T10:11:33+02:00
3,4100,4,54711,0,0,8861809443.161585,21.97,27629295,2171396,2025-07-25T10:12:28+02:00
4,4100,0,71408,0,0,8861091008.763878,22.15,40697715,3045467,2025-07-25T10:13:39+02:00
4,4100,1,79974,0,0,8885903279.670055,27.74,40822042,3142919,2025-07-25T10:14:59+02:00
4,4100,2,51369,0,0,8886893317.315676,39.3,29059629,2632745,2025-07-25T10:15:51+02:00
4,4100,3,75005,0,0,8889653156.770283,39.17,40701033,3085027,2025-07-25T10:17:06+02:00
4,4100,4,33717,0,0,8887375194.045845,39.489999999999995,5793481,1744170,2025-07-25T10:17:40+02:00
5,4100,0,86832,0,0,8890283977.21705,39.510000000000005,42180546,3655300,2025-07-25T10:19:07+02:00
5,4100,1,82936,0,0,8898721200.692562,38.93,42195562,3516991,2025-07-25T10:20:30+02:00
5,4100,2,92878,0,0,8896399430.992655,39.03,53797307,3954743,2025-07-25T10:22:03+02:00
5,4100,3,100232,0,0,8896767409.586601,38.870000000000005,53820441,3906664,2025-07-25T10:23:43+02:00
5,4100,4,92643,0,0,8887331387.070375,38.95,53768017,3957451,2025-07-25T10:25:16+02:00
0,5100,0,36,0,0,8887383955.440939,43.2,1160,393,2025-07-25T10:25:16+02:00
0,5100,1,36,0,0,8887383955.440939,45.379999999999995,1160,393,2025-07-25T10:25:16+02:00
0,5100,2,36,0,0,8887383955.440939,38.25,1160,393,2025-07-25T10:25:16+02:00
0,5100,3,36,0,0,8887383955.440939,43.14,1160,393,2025-07-25T10:25:17+02:00
0,5100,4,36,0,0,8887383955.440939,43.81,1160,393,2025-07-25T10:25:17+02:00
1,5100,0,8575,0,0,8892088824.606411,39.35,1487732,433313,2025-07-25T10:25:25+02:00
1,5100,1,22277,0,0,8893911194.785961,38.629999999999995,13108527,867774,2025-07-25T10:25:48+02:00
1,5100,2,22098,0,0,8893043816.671658,39.0,13132113,867418,2025-07-25T10:26:10+02:00
1,5100,3,8653,0,0,8894174036.63878,39.23,1487072,433998,2025-07-25T10:26:19+02:00
1,5100,4,22658,0,0,8896706079.820944,38.93,13114275,870515,2025-07-25T10:26:42+02:00
2,5100,0,55343,0,0,8906510080.931118,38.67,26291223,1739464,2025-07-25T10:27:37+02:00
2,5100,1,33621,0,0,8911355132.418095,39.06,14534797,1303591,2025-07-25T10:28:11+02:00
2,5100,2,33658,0,0,8908849373.421213,39.02,14547570,1308773,2025-07-25T10:28:45+02:00
2,5100,3,54599,0,0,8911057244.9849,38.86,26214091,1739181,2025-07-25T10:29:39+02:00
2,5100,4,49798,0,0,8888365231.691465,23.44,14558500,1370726,2025-07-25T10:30:29+02:00
3,5100,0,56756,0,0,8887077306.61265,22.11,27634277,2173765,2025-07-25T10:31:26+02:00
3,5100,1,66171,0,0,8885202368.062536,21.95,27649781,2198763,2025-07-25T10:32:32+02:00
3,5100,2,28867,0,0,8890643194.415903,22.46,4378145,1308573,2025-07-25T10:33:01+02:00
3,5100,3,63650,0,0,8903391024.277658,22.39,27756056,2260572,2025-07-25T10:34:05+02:00
3,5100,4,76296,0,0,8912283840.298058,22.36,39507641,2672373,2025-07-25T10:35:22+02:00
4,5100,0,52334,0,0,8995683560.197742,35.58,29127359,2676957,2025-07-25T10:36:14+02:00
4,5100,1,81053,0,0,8934677966.158295,38.91,40708538,3028781,2025-07-25T10:37:35+02:00
4,5100,2,65983,0,0,8981858078.739428,41.120000000000005,40757511,3070933,2025-07-25T10:38:41+02:00
4,5100,3,87004,0,0,8976636287.263409,38.97,52374187,3492211,2025-07-25T10:40:08+02:00
4,5100,4,38514,0,0,8965640736.420452,40.36,17433180,2191117,2025-07-25T10:40:47+02:00
5,5100,0,96715,0,0,8973876447.808804,39.02,42167500,3476622,2025-07-25T10:42:24+02:00
5,5100,1,91505,0,0,9009806929.089252,39.35,42136684,3467806,2025-07-25T10:43:56+02:00
5,5100,2,93277,0,0,8987342712.068264,39.370000000000005,53911536,3984024,2025-07-25T10:45:29+02:00
5,5100,3,109625,0,0,8977275869.10527,39.19,53804416,3913885,2025-07-25T10:47:19+02:00
5,5100,4,56199,0,0,8979781628.102152,39.86,18831019,2611628,2025-07-25T10:48:15+02:00
0,6100,0,37,0,0,8889959805.598572,35.0,1153,390,2025-07-25T10:50:43+02:00
0,6100,1,37,0,0,8891160116.726448,20.0,1153,390,2025-07-25T10:50:43+02:00
0,6100,2,37,0,0,8891186400.911732,27.29,1153,390,2025-07-25T10:50:43+02:00
0,6100,3,39,0,0,8896819977.957167,20.0,1153,390,2025-07-25T10:50:43+02:00
0,6100,4,37,0,0,8893306658.524477,20.0,1153,390,2025-07-25T10:50:43+02:00
1,6100,0,9782,0,0,8923174254.399885,24.16,1516026,442362,2025-07-25T10:50:53+02:00
1,6100,1,8752,0,0,8915113770.913416,23.65,1486784,431956,2025-07-25T10:51:02+02:00
1,6100,2,25568,0,0,8828831552.02781,24.37,13284754,1084804,2025-07-25T10:51:28+02:00
1,6100,3,9185,0,0,8830934286.850367,23.43,1507611,439864,2025-07-25T10:51:37+02:00
1,6100,4,22344,0,0,8833343670.501213,21.99,13107463,863529,2025-07-25T10:52:00+02:00
2,6100,0,34433,0,0,8828051787.864443,22.27,14529348,1295976,2025-07-25T10:52:34+02:00
2,6100,1,33775,0,0,8826562350.698465,22.03,14528305,1297703,2025-07-25T10:53:08+02:00
2,6100,2,54889,0,0,8826115519.548672,22.12,26173464,1730391,2025-07-25T10:54:03+02:00
2,6100,3,33754,0,0,8839730727.52473,22.39,14913912,1336520,2025-07-25T10:54:37+02:00
2,6100,4,33670,0,0,8835542780.669804,22.42,14534522,1296236,2025-07-25T10:55:11+02:00
3,6100,0,43059,0,0,8843147671.611387,22.41,16019988,1745846,2025-07-25T10:55:54+02:00
3,6100,1,29526,0,0,8839914716.821705,22.47,4381752,1309384,2025-07-25T10:56:24+02:00
3,6100,2,56619,0,0,8834561504.419277,22.15,27631583,2176317,2025-07-25T10:57:20+02:00
3,6100,3,63107,0,0,8831749096.594107,21.94,27630398,2163266,2025-07-25T10:58:23+02:00
3,6100,4,62819,0,0,8817143850.972427,23.13,27622861,2172910,2025-07-25T10:59:26+02:00
4,6100,0,67577,0,0,8589934592.0,24.23,29214128,2661668,2025-07-25T11:00:34+02:00
4,6100,1,58569,0,0,8922508388.372744,25.8,29469693,2681496,2025-07-25T11:01:33+02:00
4,6100,2,85687,0,0,8684014452.519258,29.05,40858594,3047453,2025-07-25T11:02:59+02:00
4,6100,3,53862,0,0,8691163750.915953,39.19,17560953,2186317,2025-07-25T11:03:53+02:00
4,6100,4,75435,0,0,8696849896.331953,39.260000000000005,29222758,2652856,2025-07-25T11:05:08+02:00
5,6100,0,72767,0,0,8696946271.677986,39.53,30695734,3083587,2025-07-25T11:06:21+02:00
5,6100,1,88480,0,0,8693301531.318886,39.7,42323816,3542282,2025-07-25T11:07:50+02:00
5,6100,2,154256,0,0,8700328170.184267,39.379999999999995,65801924,5119935,2025-07-25T11:10:24+02:00
5,6100,3,144675,0,0,8686213562.687849,26.37,54066822,4587848,2025-07-25T11:12:49+02:00
5,6100,4,110540,0,0,8691961037.869507,22.21,30743264,3544946,2025-07-25T11:14:40+02:00
0,7100,0,37,0,0,8979737821.126682,27.03,1158,393,2025-07-25T11:14:40+02:00
0,7100,1,37,0,0,8987237575.327137,24.96,1158,393,2025-07-25T11:14:40+02:00
0,7100,2,37,0,0,8979431172.298391,26.15,1158,393,2025-07-25T11:14:40+02:00
0,7100,3,38,0,0,8982304909.889221,26.35,1158,393,2025-07-25T11:14:40+02:00
0,7100,4,37,0,0,8978642646.739933,26.25,1158,393,2025-07-25T11:14:40+02:00
1,7100,0,23742,0,0,8974402131.514442,22.35,13143269,1019784,2025-07-25T11:15:04+02:00
1,7100,1,52747,0,0,8974498506.860476,21.66,13201685,1099540,2025-07-25T11:15:57+02:00
1,7100,2,66476,0,0,8994439442.094395,34.46,13417268,1153656,2025-07-25T11:17:04+02:00
1,7100,3,71540,0,0,8997935238.736897,38.83,13272119,1147186,2025-07-25T11:18:15+02:00
1,7100,4,8507,0,0,9004033169.722315,41.08,1499219,441841,2025-07-25T11:18:24+02:00
2,7100,0,51805,0,0,8990347870.585503,39.260000000000005,14640651,1587749,2025-07-25T11:19:16+02:00
2,7100,1,34236,0,0,8989278980.384035,39.21,14599526,1435564,2025-07-25T11:19:50+02:00
2,7100,2,67281,0,0,8984171087.04424,38.75,26296430,1961153,2025-07-25T11:20:58+02:00
2,7100,3,54895,0,0,8987360234.858452,38.739999999999995,14649335,1474596,2025-07-25T11:21:53+02:00
2,7100,4,31752,0,0,8994237930.007235,39.22,3093364,966366,2025-07-25T11:22:25+02:00
3,7100,0,57691,0,0,8995376911.369453,39.25,16086228,2017997,2025-07-25T11:23:22+02:00
3,7100,1,63363,0,0,8996682359.238457,39.29,27687817,2580227,2025-07-25T11:24:26+02:00
3,7100,2,52802,0,0,9004497523.662296,39.2,16002329,2002462,2025-07-25T11:25:19+02:00
3,7100,3,119181,0,0,9005443754.332447,38.77,27939054,2697583,2025-07-25T11:27:18+02:00
3,7100,4,59205,0,0,9011208752.30429,39.03,16144205,1967495,2025-07-25T11:28:17+02:00
4,7100,0,113422,0,0,9237331598.285063,42.010000000000005,41211255,3756836,2025-07-25T11:30:11+02:00
4,7100,1,87391,0,0,9266796169.986149,43.379999999999995,29272919,3252118,2025-07-25T11:31:38+02:00
4,7100,2,162568,0,0,9242886322.774652,42.489999999999995,41118938,3945825,2025-07-25T11:34:21+02:00
4,7100,3,109058,0,0,9287113845.20911,42.34,17690957,2654639,2025-07-25T11:36:10+02:00
4,7100,4,117809,0,0,9275417382.758635,43.989999999999995,40992461,3849985,2025-07-25T11:38:08+02:00
5,7100,0,94394,0,0,9268460835.054008,42.18,19122690,3046996,2025-07-25T11:39:43+02:00
5,7100,1,152114,0,0,9448928051.2,42.97,44679805,4395244,2025-07-25T11:42:15+02:00
5,7100,2,98951,0,0,9056575256.10097,45.760000000000005,19114255,3253554,2025-07-25T11:43:54+02:00
5,7100,3,104136,0,0,9101626349.674261,43.989999999999995,31037277,3904956,2025-07-25T11:45:38+02:00
5,7100,4,101429,0,0,9100207003.669035,40.98,42328718,4087409,2025-07-25T11:47:20+02:00
0,8100,0,38,0,0,9096772536.792192,46.72,1156,393,2025-07-25T11:47:20+02:00
0,8100,1,37,0,0,9099374671.135107,45.2,1156,393,2025-07-25T11:47:20+02:00
0,8100,2,38,0,0,9103291014.742119,44.22,1156,393,2025-07-25T11:47:20+02:00
0,8100,3,37,0,0,9101153234.339186,40.3,1156,393,2025-07-25T11:47:20+02:00
0,8100,4,38,0,0,9103834221.237947,40.61,1156,393,2025-07-25T11:47:21+02:00
1,8100,0,63754,0,0,9097438402.819334,39.22,13220002,1122928,2025-07-25T11:48:25+02:00
1,8100,1,8753,0,0,9234387769.533484,48.21,1501576,442542,2025-07-25T11:48:33+02:00
1,8100,2,37898,0,0,9114523123.252615,43.239999999999995,13213403,1148178,2025-07-25T11:49:11+02:00
1,8100,3,24806,0,0,9117738555.252108,46.36,13174899,1141744,2025-07-25T11:49:36+02:00
1,8100,4,9334,0,0,9111290168.462933,43.59,1525446,471131,2025-07-25T11:49:46+02:00
2,8100,0,73581,0,0,9104727883.537535,35.26,14668426,1608338,2025-07-25T11:51:00+02:00
2,8100,1,54233,0,0,9100066821.347532,24.66,14714548,1604120,2025-07-25T11:51:54+02:00
2,8100,2,73326,0,0,9097000333.064636,23.2,26305766,2065108,2025-07-25T11:53:07+02:00
2,8100,3,83897,0,0,9108845739.231709,22.78,15775054,1690565,2025-07-25T11:54:31+02:00
2,8100,4,136827,0,0,9097858949.783846,22.37,26404068,2223878,2025-07-25T11:56:48+02:00
3,8100,0,62231,0,0,9103247207.76665,22.47,16091477,2043606,2025-07-25T11:57:51+02:00
3,8100,1,102424,0,0,9099584944.617363,22.59,16145060,2068853,2025-07-25T11:59:33+02:00
3,8100,2,53857,0,0,9101959282.687834,23.61,16145759,1950888,2025-07-25T12:00:27+02:00
3,8100,3,131750,0,0,9102940558.93836,22.88,27712320,2794667,2025-07-25T12:02:39+02:00
3,8100,4,83713,0,0,9143269260.555994,25.51,27808289,2538811,2025-07-25T12:04:03+02:00
4,8100,0,148433,0,0,9172479751.799355,28.9,40804770,3791180,2025-07-25T12:06:32+02:00
4,8100,1,108706,0,0,9184097361.693983,39.34,40750721,3680498,2025-07-25T12:08:20+02:00
4,8100,2,84769,0,0,9176834165.161066,39.52,29143372,2891272,2025-07-25T12:09:45+02:00
4,8100,3,75166,0,0,9183440257.061935,39.3,17482186,2486773,2025-07-25T12:11:01+02:00
4,8100,4,101503,0,0,9183816997.050976,39.02,17502795,2454429,2025-07-25T12:12:42+02:00
5,8100,0,166572,0,0,9205589063.859539,39.21,42348445,4102486,2025-07-25T12:15:29+02:00
5,8100,1,160583,0,0,9214131424.07618,39.06,53977849,4603573,2025-07-25T12:18:10+02:00
5,8100,2,103512,0,0,9200901717.484255,39.25,42183631,3768209,2025-07-25T12:19:53+02:00
5,8100,3,149854,0,0,9198413481.277563,37.5,42622010,4336624,2025-07-25T12:22:23+02:00
5,8100,4,112241,0,0,9201199604.917452,22.26,42230493,3915634,2025-07-25T12:24:16+02:00
0,9100,0,40,0,0,9091086391.376192,34.93,1907,4382,2025-07-25T12:26:35+02:00
0,9100,1,36,0,0,9094100311.288525,31.9,1227,390,2025-07-25T12:26:35+02:00
0,9100,2,37,0,0,9095677362.405443,34.29,1639,1423,2025-07-25T12:26:35+02:00
0,9100,3,36,0,0,9095554702.874126,36.0,2697,1385,2025-07-25T12:26:35+02:00
0,9100,4,36,0,0,9097596107.931026,36.67,2273,612,2025-07-25T12:26:35+02:00
