num_provers,block_number,iteration,sync_time_ms,consensus_oracle_time_ms,execution_oracle_time_ms,memory_bytes,cpu_percent,network_bytes_in,network_bytes_out,timestamp
0,4038,9,0,0,2176,9019175080.921646,21.93,7205720.034230662,811628.9328695895,2025-07-25T11:01:53+0200
0,4038,10,0,0,2081,8589934592.0,20.17,7007818.876833986,673005.2414015166,2025-07-25T11:01:57+0200
0,2004,1,0,0,2875,9339977994.685442,25.34,7593772.91236188,879549.890469355,2025-07-25T11:01:59+0200
0,2004,2,0,0,2938,9042737069.883455,23.08,7699798.516500908,1129985.1101750915,2025-07-25T11:02:04+0200
0,2004,3,0,0,2648,8778240033.69022,21.55,6877544.4163661925,1095397.369442559,2025-07-25T11:02:09+0200
0,2004,4,0,0,2693,9385144824.326534,21.61,7442963.038205051,1019416.4888905948,2025-07-25T11:02:14+0200
0,2004,5,0,0,2974,9713127804.202879,24.35,7695620.706783401,891563.2855388218,2025-07-25T11:02:19+0200
0,2004,6,0,0,2600,9485526757.124447,24.31,6823406.086368786,839186.7535922874,2025-07-25T11:02:25+0200
0,2004,7,0,0,2958,8842261845.173416,25.95,8627791.711115073,1176317.930929405,2025-07-25T11:02:30+0200
0,2004,8,0,0,2658,8949852541.70547,21.97,7556760.753037515,843894.0880669866,2025-07-25T11:02:36+0200
0,2004,9,0,0,2688,9255106517.868727,22.97,6607371.600314597,962659.4663239651,2025-07-25T11:02:41+0200
0,2004,10,0,0,2831,9617954918.026306,22.71,7800648.415099532,1062941.3991775636,2025-07-25T11:02:46+0200
0,1915,1,0,0,2923,8992568827.574627,21.36,6897509.796753596,932886.9419094775,2025-07-25T11:02:48+0200
0,1915,2,0,0,2873,9104805462.508724,25.84,7911744.361236123,999560.3356949268,2025-07-25T11:02:55+0200
0,1915,3,0,0,2678,8596307798.07532,24.58,7972106.484797287,619925.0901373631,2025-07-25T11:03:01+0200
0,1915,4,0,0,2786,8602514113.521292,22.83,6893040.103330326,867169.2339486975,2025-07-25T11:03:07+0200
0,1915,5,0,0,2640,9451016818.292137,25.82,7827265.199860628,877277.5030623944,2025-07-25T11:03:13+0200
0,1915,6,0,0,2912,9832632667.111149,23.18,7719280.545246908,895536.3460234449,2025-07-25T11:03:19+0200
0,1915,7,0,0,2889,9164422165.443563,20.86,7945443.402174237,1178122.5450239591,2025-07-25T11:03:25+0200
0,1915,8,0,0,2845,9637607493.208364,24.61,8548170.93226395,850869.8306360304,2025-07-25T11:03:31+0200
0,1915,9,0,0,2800,9321819671.491125,20.44,7242935.475062353,929687.161630457,2025-07-25T11:03:38+0200
0,1915,10,0,0,2670,8802562293.331284,22.61,6850261.505127952,925541.7424394531,2025-07-25T11:03:44+0200
0,1420,1,0,0,2650,9250879532.866444,23.67,6757053.590227217,1034907.0422017502,2025-07-25T11:03:46+0200
0,1420,2,0,0,2635,9777975510.189564,22.99,6789363.147019874,768840.4375191521,2025-07-25T11:03:52+0200
0,1420,3,0,0,2962,9214860551.139008,21.11,7463940.838018694,1167508.7558481377,2025-07-25T11:03:58+0200
0,1420,4,0,0,2834,9889575654.431356,24.38,7615970.275834343,988891.7926617728,2025-07-25T11:04:04+0200
0,1420,5,0,0,2898,8589934592.0,23.18,7627122.911284845,917062.9675029624,2025-07-25T11:04:11+0200
0,1420,6,0,0,2948,9604001855.361217,22.28,7995986.237609534,1087553.47110081,2025-07-25T11:04:18+0200
0,1420,7,0,0,3000,9289276918.046793,22.9,7546793.576150248,1084231.8012010467,2025-07-25T11:04:24+0200
0,1420,8,0,0,2876,9054091877.803438,23.28,8311107.277435613,946468.6079445237,2025-07-25T11:04:31+0200
0,1420,9,0,0,2960,9272818882.265324,21.08,7349775.879009228,1052246.3969330294,2025-07-25T11:04:38+0200
0,1420,10,0,0,2683,8589934592.0,25.75,8888145.424557421,884056.617797403,2025-07-25T11:04:45+0200
0,1358,1,0,0,2764,9039175310.613981,23.07,7729224.727842782,967028.7253223205,2025-07-25T11:04:47+0200
0,1358,2,0,0,2631,9239963681.975254,23.09,6762524.786652283,955254.7504527644,2025-07-25T11:04:53+0200
0,1358,3,0,0,2963,9914046178.9497,20.73,6867540.489227881,1212257.9818749395,2025-07-25T11:04:59+0200
0,1358,4,0,0,2891,8960101056.895779,20.31,7744477.126043936,888221.7299513514,2025-07-25T11:05:06+0200
0,1358,5,0,0,2954,8854659951.596292,24.21,7370072.648990639,1264546.863779269,2025-07-25T11:05:12+0200
0,1358,6,0,0,2805,8928808101.108044,25.71,7813960.319790623,784466.5226674741,2025-07-25T11:05:19+0200
0,1358,7,0,0,3000,9672350617.968552,23.15,7824369.181191652,1046934.531588128,2025-07-25T11:05:26+0200
0,1358,8,0,0,2978,9390681461.524277,20.22,7478516.280310505,1115061.4937245462,2025-07-25T11:05:33+0200
0,1358,9,0,0,2668,8854124527.659056,21.59,6794584.056337761,938337.3078762329,2025-07-25T11:05:40+0200
0,1358,10,0,0,2733,9359365076.819304,20.41,6448187.833875992,883466.4982666768,2025-07-25T11:05:46+0200
0,3426,1,0,0,2990,9289254818.174726,23.53,7262372.06568637,1036510.2783369459,2025-07-25T11:05:48+0200
0,3426,2,0,0,3000,9696972842.826075,22.31,8055459.872257233,1010660.8872095576,2025-07-25T11:05:55+0200
0,3426,3,0,0,2946,8900189627.91418,22.67,7626611.738115259,977399.051214139,2025-07-25T11:06:02+0200
0,3426,4,0,0,2644,8935079668.04684,22.47,6545660.577596663,978439.5268101713,2025-07-25T11:06:08+0200
0,3426,5,0,0,2749,8953554836.425755,24.55,7451291.448850721,983274.6028493674,2025-07-25T11:06:14+0200
0,3426,6,0,0,2884,8589934592.0,21.48,7681073.618002255,940507.8411491733,2025-07-25T11:06:21+0200
0,3426,7,0,0,2870,9324773784.284254,25.63,6914683.626091593,1094523.6909729482,2025-07-25T11:06:28+0200
0,3426,8,0,0,2945,9343904160.770538,20.53,7589635.114968237,1070060.733490584,2025-07-25T11:06:35+0200
0,3426,9,0,0,2790,9153959660.452394,19.22,7414788.299281243,1046632.2321553912,2025-07-25T11:06:42+0200
0,3426,10,0,0,2720,9012190692.512365,20.35,6657559.783658769,995193.4178185125,2025-07-25T11:06:47+0200
