num_provers,block_number,iteration,sync_time_ms,consensus_oracle_time_ms,execution_oracle_time_ms,memory_bytes,cpu_percent,network_bytes_in,network_bytes_out,timestamp
0,1457,6,0,504,0,8789157446.167397,21.32,45232.911527470846,11476.744670934804,2025-07-25T10:48:38+0200
0,1457,7,0,517,0,8589934592.0,21.9,31853.441114127,10909.024759931192,2025-07-25T10:48:39+0200
0,1457,8,0,500,0,8860303920.69692,20.59,30206.64105426725,7067.8932183941915,2025-07-25T10:48:40+0200
0,1457,9,0,533,0,8690177533.70828,22.78,42175.82558454078,10649.670394688046,2025-07-25T10:48:41+0200
0,1457,10,0,513,0,8695401415.619392,20.4,33629.32119163869,11763.93064530751,2025-07-25T10:48:42+0200
0,1102,1,0,500,0,8589934592.0,21.02,25332.447096983924,7693.867690941427,2025-07-25T10:48:43+0200
0,1102,2,0,541,0,9609380895.875374,21.56,44074.60838431345,13829.950026662265,2025-07-25T10:48:44+0200
0,1102,3,0,499,0,8719111023.342209,18.66,27532.961544423677,8987.599728069381,2025-07-25T10:48:45+0200
0,1102,4,0,569,0,8710196079.159607,21.91,54489.48146337901,14050.40774656367,2025-07-25T10:48:46+0200
0,1102,5,0,512,0,9082049845.118902,19.21,31136.5058176254,14649.004709598636,2025-07-25T10:48:47+0200
0,1102,6,0,503,0,8589934592.0,20.8,41642.69831248797,10502.38626265979,2025-07-25T10:48:47+0200
0,1102,7,0,514,0,8876905384.175919,20.99,32331.20954925443,6291.456,2025-07-25T10:48:48+0200
0,1102,8,0,497,0,8589934592.0,21.13,30676.80318281845,9023.701484313047,2025-07-25T10:48:49+0200
0,1102,9,0,531,0,8589934592.0,19.68,46044.49242508832,10602.976756907548,2025-07-25T10:48:50+0200
0,1102,10,0,499,0,8792516204.900799,18.44,26704.86161027772,10424.849733060475,2025-07-25T10:48:51+0200
0,4038,1,0,494,0,8954215649.031809,19.32,32530.570627743567,7058.978838683509,2025-07-25T10:48:51+0200
0,4038,2,0,555,0,9082591793.186893,22.44,56515.148025816816,14368.492981800327,2025-07-25T10:48:52+0200
0,4038,3,0,508,0,8730966222.804495,20.83,26622.931231155915,10832.153410354571,2025-07-25T10:48:53+0200
0,4038,4,0,563,0,8954018123.056696,18.28,50687.88227988342,18224.26701772483,2025-07-25T10:48:54+0200
0,4038,5,0,497,0,8589934592.0,20.68,33490.56237693698,6610.950154127544,2025-07-25T10:48:55+0200
0,4038,6,0,500,0,8589934592.0,21.77,36882.007007355096,8407.216055210572,2025-07-25T10:48:55+0200
0,4038,7,0,509,0,8615126998.26711,19.67,28783.65307017691,8997.667546840346,2025-07-25T10:48:56+0200
0,4038,8,0,506,0,9131393207.416124,20.17,27718.098457217977,8372.87431379961,2025-07-25T10:48:57+0200
0,4038,9,0,528,0,8999611462.494799,20.38,43412.15634177807,16114.976567457856,2025-07-25T10:48:57+0200
0,4038,10,0,506,0,8589934592.0,19.82,36103.92624430154,10411.47005505958,2025-07-25T10:48:58+0200
0,2004,1,0,494,0,8810055108.42639,21.13,32639.253559699253,6291.456,2025-07-25T10:49:05+0200
0,2004,2,0,544,0,8824379289.853788,19.71,46710.14616528039,16057.243835621395,2025-07-25T10:49:06+0200
0,2004,3,0,502,0,8589934592.0,20.64,30108.505696872402,13129.142973294736,2025-07-25T10:49:07+0200
0,2004,4,0,574,0,9344679361.22803,19.3,53987.38990234533,20116.646423322,2025-07-25T10:49:08+0200
0,2004,5,0,511,0,9149844336.09834,21.2,37435.090253234084,7065.108180164362,2025-07-25T10:49:09+0200
0,2004,6,0,509,0,9103793263.75656,21.66,31554.022066022266,8979.197672884522,2025-07-25T10:49:10+0200
0,2004,7,0,518,0,8589934592.0,20.05,48213.92027361582,13629.430629981209,2025-07-25T10:49:11+0200
0,2004,8,0,510,0,8673525685.161467,18.44,38130.05622731079,8623.821706561464,2025-07-25T10:49:12+0200
0,2004,9,0,522,0,8962988074.472681,22.87,31789.981274525682,12290.373642962502,2025-07-25T10:49:13+0200
0,2004,10,0,508,0,9113824209.58665,17.97,38536.967950734004,11362.736875749699,2025-07-25T10:49:14+0200
0,1915,1,0,500,0,8589934592.0,21.0,28184.483503791256,7339.660187330469,2025-07-25T10:49:15+0200
0,1915,2,0,540,0,8874819783.475931,22.63,48487.06059000687,12995.927285150656,2025-07-25T10:49:16+0200
0,1915,3,0,508,0,8589934592.0,19.89,41178.86244453522,6291.456,2025-07-25T10:49:17+0200
0,1915,4,0,564,0,8634567811.790426,18.72,43477.300973688216,12434.14296088175,2025-07-25T10:49:18+0200
0,1915,5,0,502,0,9023778398.357956,19.38,38373.6306756329,8751.522681077415,2025-07-25T10:49:19+0200
0,1915,6,0,512,0,9269755807.732359,21.28,38353.91733953517,7694.103026501029,2025-07-25T10:49:20+0200
0,1915,7,0,502,0,8714554248.860592,20.69,37662.91293031851,12226.336218733753,2025-07-25T10:49:21+0200
0,1915,8,0,498,0,9068491294.44337,21.86,41737.75934401387,6291.456,2025-07-25T10:49:22+0200
0,1915,9,0,536,0,9049042672.04905,19.46,40773.25805288621,11617.176675852217,2025-07-25T10:49:23+0200
0,1915,10,0,496,0,8589934592.0,19.94,28359.977454706834,8820.49637175649,2025-07-25T10:49:24+0200
0,1420,1,0,510,0,8909100817.050259,20.41,30849.821770918606,12941.312874953317,2025-07-25T10:49:25+0200
0,1420,2,0,541,0,9496926102.268583,21.5,38287.36620180885,9449.293517975371,2025-07-25T10:49:26+0200
0,1420,3,0,506,0,8748383131.344135,18.95,34164.42834171276,11871.935610783337,2025-07-25T10:49:27+0200
0,1420,4,0,558,0,9602230588.424936,19.69,50485.064688338025,15047.3771973885,2025-07-25T10:49:28+0200
0,1420,5,0,498,0,8589934592.0,19.96,33841.48402897223,7074.843549651224,2025-07-25T10:49:29+0200
0,1420,6,0,506,0,9048963392.195295,19.78,38852.80744775,10521.502162459354,2025-07-25T10:49:30+0200
0,1420,7,0,501,0,8764838021.984283,19.62,33334.5188070411,9476.377507208235,2025-07-25T10:49:31+0200
0,1420,8,0,499,0,8619481455.054852,19.81,39892.70086360115,7837.2661916484985,2025-07-25T10:49:32+0200
0,1420,9,0,521,0,8872922702.588686,21.68,36921.466247035394,11340.955287617055,2025-07-25T10:49:33+0200
0,1420,10,0,502,0,8589934592.0,20.76,47209.036844617935,8506.816740291959,2025-07-25T10:49:34+0200
0,1358,1,0,495,0,8626142441.875929,20.84,34692.755105955424,8684.972804597772,2025-07-25T10:49:55+0200
0,1358,2,0,539,0,9063563215.834381,22.06,37565.556252871094,14776.967231703491,2025-07-25T10:49:56+0200
0,1358,3,0,503,0,9261999781.002607,19.16,28360.040057328733,12277.225189344763,2025-07-25T10:49:57+0200
0,1358,4,0,572,0,8922021929.399881,20.59,55390.18239109498,12390.022394169679,2025-07-25T10:49:58+0200
0,1358,5,0,512,0,8589934592.0,19.08,34906.976257584276,14626.631758666535,2025-07-25T10:49:59+0200
0,1358,6,0,499,0,8589934592.0,22.58,36259.54043585599,6291.456,2025-07-25T10:50:00+0200
0,1358,7,0,508,0,9092722330.391836,23.42,37572.30460086658,9539.823610031743,2025-07-25T10:50:01+0200
0,1358,8,0,498,0,8833167394.561676,21.39,32137.94711488689,9838.635076821245,2025-07-25T10:50:02+0200
0,1358,9,0,540,0,8751752385.677937,20.52,37858.59254588961,13891.658444349046,2025-07-25T10:50:03+0200
0,1358,10,0,511,0,8967862540.83305,19.6,27710.639996756774,8885.202140718042,2025-07-25T10:50:04+0200
0,3426,1,0,509,0,8810926590.750883,21.94,32973.85912167842,9528.221398678508,2025-07-25T10:50:05+0200
0,3426,2,0,553,0,9359257617.980112,20.48,52736.12270120692,13069.241427584891,2025-07-25T10:50:06+0200
0,3426,3,0,509,0,8589934592.0,21.32,36475.834488587134,8770.15468681001,2025-07-25T10:50:07+0200
0,3426,4,0,575,0,9007185156.679161,19.79,42631.91160779974,19628.00757915494,2025-07-25T10:50:08+0200
0,3426,5,0,502,0,8602651457.078463,20.76,34399.5168065842,9875.242873062803,2025-07-25T10:50:09+0200
0,3426,6,0,509,0,8589934592.0,22.46,37383.51396291235,8564.26501355134,2025-07-25T10:50:10+0200
0,3426,7,0,512,0,8896900984.253592,20.94,31329.194020163908,12097.416396232047,2025-07-25T10:50:11+0200
0,3426,8,0,512,0,8884568267.890194,18.59,36950.44547068612,10882.875720254191,2025-07-25T10:50:12+0200
0,3426,9,0,528,0,8879407159.39556,19.15,40611.66392214794,13845.949363935277,2025-07-25T10:50:13+0200
0,3426,10,0,506,0,8678729787.037159,19.21,28638.29858248486,10844.201746312041,2025-07-25T10:50:14+0200
